SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-10-2017,Single Family Residential,1264 PICADILLY Ln,Brentwood,CA,94513,460000,3,2.0,Brentwood,1530,5270,2005,23,301,40,Sold,,,http://www.redfin.com/CA/Brentwood/1264-Picadilly-Ln-94513/home/2106443,EBRD/CCAR/Bay East,40758540,N,Y,37.963204,-121.7232576
PAST SALE,February-9-2017,Single Family Residential,5593 Southbrook Dr,Clayton,CA,94517,799000,4,2.5,Southbrook,2018,9964,1963,24,396,,Sold,,,http://www.redfin.com/CA/Clayton/5593-Southbrook-Dr-94517/home/716571,EBRD/CCAR/Bay East,40765417,N,Y,37.949838,-121.948092
PAST SALE,February-7-2017,Single Family Residential,940 YARDLEY,Brentwood,CA,94513,440000,2,2.0,Brentwood,1501,7577,1999,26,293,,Sold,,,http://www.redfin.com/CA/Brentwood/940-Yardley-Pl-94513/home/547104,EBRD/CCAR/Bay East,40765373,N,Y,37.945414,-121.7137403
PAST SALE,,Townhouse,567 Rolling Hills Ln,Danville,CA,94526,775000,2,2.0,,1436,3360,1977,,540,,,,,http://www.redfin.com/CA/Danville/567-Rolling-Hills-Ln-94526/home/1598753,,,N,Y,37.788385,-121.963257
PAST SALE,February-9-2017,Single Family Residential,220 Los Banos Ave,Walnut Creek,CA,94598,817000,3,2.0,Rancho S. Miguel,1946,7500,1956,24,420,,Sold,,,http://www.redfin.com/CA/Walnut-Creek/220-Los-Banos-Ave-94598/home/1525372,EBRD/CCAR/Bay East,40767903,N,Y,37.91642,-122.036724
PAST SALE,February-7-2017,Condo/Co-op,1133 MEADOW Ln #68,Concord,CA,94520,145000,1,1.0,Concord,722,,1972,26,201,390,Sold,,,http://www.redfin.com/CA/Concord/1133-Meadow-Ln-94520/unit-68/home/1854172,EBRD/CCAR/Bay East,40759572,N,Y,37.9576492,-122.0411055
PAST SALE,,Vacant Land,Sandpiper Spit,Richmond,CA,94801,322100,,,,,5520,,,,,,,,http://www.redfin.com/CA/Richmond/Sandpiper-Spit-94801/home/23389020,,,N,Y,37.907551,-122.37758
PAST SALE,,Condo/Co-op,140 Reflections Dr Apt 22,San Ramon,CA,94583,361000,1,1.0,,624,,1988,,579,,,,,http://www.redfin.com/CA/San-Ramon/140-Reflections-Dr-94583/unit-22/home/12127957,,,N,Y,37.7633054,-121.9495169
PAST SALE,February-6-2017,Single Family Residential,166 Halsey Way,Pittsburg,CA,94565,455000,4,2.5,Pittsburg,2017,2745,2015,27,226,130,Sold,,,http://www.redfin.com/CA/Pittsburg/166-Halsey-Way-94565/home/56908985,EBRD/CCAR/Bay East,40766675,N,Y,38.0329738,-121.8917884
PAST SALE,,Single Family Residential,112 5th St,Richmond,CA,94801,192000,3,1.0,,1486,2850,1912,,129,,,,,http://www.redfin.com/CA/Richmond/112-5th-St-94801/home/1160120,,,N,Y,37.9328351,-122.3645118
PAST SALE,February-10-2017,Townhouse,257 Washington Dr,Brentwood,CA,94513,339000,3,2.5,Brentwood,1400,1893,2005,23,242,245,Sold,,,http://www.redfin.com/CA/Brentwood/257-Washington-Dr-94513/home/17169793,EBRD/CCAR/Bay East,40767652,N,Y,37.9454245,-121.7022432
PAST SALE,February-10-2017,Single Family Residential,339 Aguilar Pl,Pittsburg,CA,94565,365000,3,2.5,Marina Park,1740,4500,1992,23,210,113,Sold,,,http://www.redfin.com/CA/Pittsburg/339-Aguilar-Pl-94565/home/639432,EBRD/CCAR/Bay East,40766276,N,Y,38.0336223,-121.8865413
PAST SALE,February-7-2017,Single Family Residential,2520 Forty Niner Way,Antioch,CA,94531,435000,4,2.5,Antioch,2398,6180,1995,26,181,,Sold,,,http://www.redfin.com/CA/Antioch/2520-Forty-Niner-Way-94531/home/1097680,EBRD/CCAR/Bay East,40767705,N,Y,37.95948,-121.779627
PAST SALE,February-8-2017,Single Family Residential,2225 Hampshire Dr,Discovery Bay,CA,94505,465000,3,2.0,Timber Point,1921,7738,2001,25,242,,Sold,,,http://www.redfin.com/CA/Discovery-Bay/2225-Hampshire-Dr-94505/home/1219988,EBRD/CCAR/Bay East,40764556,N,Y,37.9095749,-121.61971
PAST SALE,February-7-2017,Condo/Co-op,510 Athena #1,Hercules,CA,94547,300000,2,2.0,Contra Costa,1137,1032,1988,26,264,340,Sold,,,http://www.redfin.com/CA/Hercules/510-Athena-94547/unit-1/home/1084288,BAREIS,21627872,N,Y,38.014416,-122.284718
PAST SALE,February-10-2017,Single Family Residential,148 Rolph Park Dr,Crockett,CA,94525,535000,3,2.0,Crockett,1587,20925,1965,23,337,,Sold,,,http://www.redfin.com/CA/Crockett/148-Rolph-Park-Dr-94525/home/1735466,EBRD/CCAR/Bay East,40766367,N,Y,38.047198,-122.214549
PAST SALE,February-7-2017,Single Family Residential,1955 Regello Ct,SAN PABLO,CA,94806,325000,4,2.0,SAN PABLO,1688,13962,1942,26,193,,Sold,,,http://www.redfin.com/CA/San-Pablo/1955-Regello-Ct-94806/home/1145100,MLSListings,ML81633115,N,Y,37.96316,-122.348626
PAST SALE,,Multi-Family (2-4 Unit),2024 Roosevelt Ave #2026,Richmond,CA,94801,535000,5,3.0,,2152,5000,1911,,249,,,,,http://www.redfin.com/CA/Richmond/2024-Roosevelt-Ave-94801/unit-2026/home/1158525,,,N,Y,37.939743,-122.349873
PAST SALE,February-10-2017,Condo/Co-op,2180 Geary Rd #9,Pleasant Hill,CA,94523,314900,2,1.0,Pleasant Hill,868,,1962,23,363,389,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/2180-Geary-Rd-94523/unit-9/home/1894507,EBRD/CCAR/Bay East,40767509,N,Y,37.9269938,-122.0860643
PAST SALE,February-13-2017,Single Family Residential,451 Spring St,Richmond,CA,94804,385000,3,2.5,Richmond,1608,2250,2003,20,239,,Sold,,,http://www.redfin.com/CA/Richmond/451-Spring-St-94804/home/2100951,EBRD/CCAR/Bay East,40761477,N,Y,37.9257578,-122.3407475
PAST SALE,February-7-2017,Single Family Residential,915 Notre Dame Ave,Concord,CA,94518,500000,3,2.0,Concord,1247,6500,1958,26,401,,Sold,,,http://www.redfin.com/CA/Concord/915-Notre-Dame-Ave-94518/home/746667,EBRD/CCAR/Bay East,40767068,N,Y,37.946079,-122.027618
PAST SALE,February-8-2017,Single Family Residential,1810 FARM BUREAU Rd,Concord,CA,94519,530000,3,2.0,Concord,1608,9090,1937,25,330,,Sold,,,http://www.redfin.com/CA/Concord/1810-Farm-Bureau-Rd-94519/home/1840613,EBRD/CCAR/Bay East,40754208,N,Y,37.978601,-122.010228
PAST SALE,February-10-2017,Single Family Residential,1950 Morello Ave,Pleasant Hill,CA,94523,788888,4,2.0,Contra Costa,1728,,1970,23,457,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1950-Morello-Ave-94523/home/817369,BAREIS,21627067,N,Y,37.967355,-122.084003
PAST SALE,,Single Family Residential,1680 Pleasant Hill Rd,Pleasant Hill,CA,94523,640000,4,2.0,,1621,12075,1946,,395,,,,,http://www.redfin.com/CA/Pleasant-Hill/1680-Pleasant-Hill-Rd-94523/home/1354664,,,N,Y,37.92903,-122.086229
PAST SALE,February-8-2017,Single Family Residential,769 Caskey St,Bay Point,CA,94565,415000,2,2.0,Ca Skyline,1101,4200,1994,25,377,,Sold,,,http://www.redfin.com/CA/Bay-Point/769-Caskey-St-94565/home/563983,EBRD/CCAR/Bay East,40765779,N,Y,38.0288449,-121.98236
PAST SALE,February-10-2017,Single Family Residential,1733 Brampton Pl,Brentwood,CA,94513,725000,6,5.0,Brentwood,4069,11064,2004,23,178,,Sold,,,http://www.redfin.com/CA/Brentwood/1733-Brampton-Pl-94513/home/12315114,EBRD/CCAR/Bay East,40761956,N,Y,37.949217,-121.729913
PAST SALE,February-8-2017,Single Family Residential,123 13TH St,Richmond,CA,94801,300000,3,2.0,Central Richmond,1078,5650,1913,25,278,,Sold,,,http://www.redfin.com/CA/Richmond/123-13th-St-94801/home/1449651,EBRD/CCAR/Bay East,40753651,N,Y,37.932919,-122.357382
PAST SALE,,Vacant Land,1660 Tice Valley Blvd,Walnut Creek,CA,94595,965000,,,,1344,33500,1945,,718,,,,,http://www.redfin.com/CA/Walnut-Creek/1660-Tice-Valley-Blvd-94595/home/1886185,,,N,Y,37.883654,-122.076952
PAST SALE,February-8-2017,Single Family Residential,258 Summerfield Dr,Bay Point,CA,94565,401500,4,2.5,Bay Pointe,1529,4242,1980,25,263,,Sold,,,http://www.redfin.com/CA/Bay-Point/258-Summerfield-Dr-94565/home/669486,EBRD/CCAR/Bay East,40766413,N,Y,38.020525,-121.947694
PAST SALE,,Multi-Family (2-4 Unit),147 S 12th St,Richmond,CA,94804,250000,2,2.0,,1160,5885,1956,,216,,,,,http://www.redfin.com/CA/Richmond/147-S-12th-St-94804/home/1533255,,,N,Y,37.929835,-122.358322
PAST SALE,February-8-2017,Single Family Residential,1541 Lexington Rd,Concord,CA,94520,460000,3,2.0,Concord,1091,9375,1948,25,422,,Sold,,,http://www.redfin.com/CA/Concord/1541-Lexington-Rd-94520/home/1974567,EBRD/CCAR/Bay East,40766583,N,Y,37.9662999,-122.045834
PAST SALE,,Single Family Residential,319 Carmel Ave,El Cerrito,CA,94530,290000,2,1.0,,728,4000,1942,,398,,,,,http://www.redfin.com/CA/El-Cerrito/319-Carmel-Ave-94530/home/1145124,,,N,Y,37.903107,-122.29108
PAST SALE,,Single Family Residential,1514 Willow St,Martinez,CA,94553,450000,2,1.0,,872,2500,1920,,516,,,,,http://www.redfin.com/CA/Martinez/1514-Willow-St-94553/home/1472684,,,N,Y,38.0145705,-122.1286677
PAST SALE,February-8-2017,Single Family Residential,2755 Wilmore Ct,Concord,CA,94518,610000,4,2.0,Concord,1482,8320,1961,25,412,,Sold,,,http://www.redfin.com/CA/Concord/2755-Wilmore-Ct-94518/home/1810475,EBRD/CCAR/Bay East,40766913,N,Y,37.943411,-122.020424
PAST SALE,February-7-2017,Condo/Co-op,76 Lakeshore Ct,Richmond,CA,94804,300000,1,1.0,Marina Bay,549,2125,1991,26,546,330,Sold,,,http://www.redfin.com/CA/Richmond/76-Lakeshore-Ct-94804/unit-319/home/12129518,EBRD/CCAR/Bay East,40766696,N,Y,37.910514,-122.343216
PAST SALE,February-7-2017,Single Family Residential,1772 Sargent Rd,Concord,CA,94518,669000,3,2.0,Colony Park,1557,7980,1965,26,430,,Sold,,,http://www.redfin.com/CA/Concord/1772-Sargent-Rd-94518/home/1024363,EBRD/CCAR/Bay East,40765272,N,Y,37.9430639,-122.0373803
PAST SALE,February-9-2017,Single Family Residential,1145 Crescent Dr,Brentwood,CA,94513,420000,3,2.0,Brentwood,1648,6000,1994,24,255,,Sold,,,http://www.redfin.com/CA/Brentwood/1145-Crescent-Dr-94513/home/1589537,EBRD/CCAR/Bay East,40765457,N,Y,37.922755,-121.717135
PAST SALE,February-8-2017,Single Family Residential,600 D St,Martinez,CA,94553,375000,2,1.0,Contra Costa,1078,5001,1938,25,348,,Sold,,,http://www.redfin.com/CA/Martinez/600-D-St-94553/home/1764313,BAREIS,21700913,N,Y,38.003419,-122.130216
PAST SALE,February-10-2017,Condo/Co-op,5442 Roundtree Ct Unit C,Concord,CA,94521,302500,2,1.0,Roundtree,925,702,1970,23,327,328,Sold,,,http://www.redfin.com/CA/Concord/5442-Roundtree-Ct-94521/unit-C/home/1844251,EBRD/CCAR/Bay East,40765781,N,Y,37.94724,-121.961789
PAST SALE,February-6-2017,Condo/Co-op,3279 Mt. Diablo Ct #5,Lafayette,CA,94549,745000,3,2.5,Lafayette Pointe,1684,,1987,27,442,620,Sold,,,http://www.redfin.com/CA/Lafayette/3279-Mount-Diablo-Ct-94549/unit-5/home/1089701,EBRD/CCAR/Bay East,40766853,N,Y,37.89567,-122.098563
PAST SALE,February-8-2017,Single Family Residential,821 29Th St,Richmond,CA,94804,362500,4,2.0,Ne Richmond,1112,3136,1958,25,326,,Sold,,,http://www.redfin.com/CA/Richmond/821-29th-St-94804/home/1171814,EBRD/CCAR/Bay East,40766783,N,Y,37.9441797,-122.3389694
PAST SALE,February-8-2017,Single Family Residential,763 Yuba St,Richmond,CA,94805-1568,510000,3,2.0,Richmond,1168,6000,1952,25,437,,Sold,,,http://www.redfin.com/CA/Richmond/763-Yuba-St-94805/home/1495583,EBRD/CCAR/Bay East,40766880,N,Y,37.9445228,-122.3216975
PAST SALE,,Vacant Land,925 Richmond St,El Cerrito,CA,94530,150000,,,,,5000,,,,,,,,http://www.redfin.com/CA/El-Cerrito/925-Richmond-St-94530/home/23118906,,,N,Y,37.912162,-122.303874
PAST SALE,February-17-2017,Condo/Co-op,4033 Terra Granada Dr Unit 1A,Walnut Creek,CA,94595,495000,2,2.0,Golden Rain,1367,,1971,16,362,710,Sold,,,http://www.redfin.com/CA/Walnut-Creek/4033-Terra-Granada-Dr-94595/unit-1A/home/1399243,EBRD/CCAR/Bay East,40765128,N,Y,37.852105,-122.061578
PAST SALE,February-13-2017,Townhouse,1802 Tesoro Ct,Pinole,CA,94564,322000,2,1.5,East Bluff,1016,1000,1972,20,317,195,Sold,,,http://www.redfin.com/CA/Pinole/1802-Tesoro-Ct-94564/home/669647,EBRD/CCAR/Bay East,40767280,N,Y,37.99942,-122.29544
PAST SALE,February-23-2017,Single Family Residential,341 First Ave S,Pleasant Hill,CA,94523,675000,4,2.5,Vista Montanas,,6000,1988,10,,22,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/341-1st-Ave-S-94523/home/1854661,EBRD/CCAR/Bay East,40768197,N,Y,37.982182,-122.07755
PAST SALE,February-7-2017,Single Family Residential,4629 Milestone Ct,Antioch,CA,94531,550000,5,4.5,Antioch,3613,6359,2008,26,152,,Sold,,,http://www.redfin.com/CA/Antioch/4629-Milestone-Ct-94531/home/23406136,EBRD/CCAR/Bay East,40762668,N,Y,37.986222,-121.75232
PAST SALE,February-6-2017,Vacant Land,38 La Campana,Orinda,CA,94563,450000,,,Orinda,,27500,,27,,,Sold,,,http://www.redfin.com/CA/Orinda/38-La-Campana-Rd-94563/home/23348282,EBRD/CCAR/Bay East,40764188,N,Y,37.899571,-122.18405
PAST SALE,February-3-2017,Single Family Residential,2809 Saint Joseph Dr,Concord,CA,94518,710000,4,2.5,Concord,2049,7000,1979,30,347,,Sold,,,http://www.redfin.com/CA/Concord/2809-Saint-Joseph-Dr-94518/home/1625211,EBRD/CCAR/Bay East,40765732,N,Y,37.949861,-122.023718
PAST SALE,February-3-2017,Single Family Residential,220 MADISON Ave,Bay Point,CA,94565,217500,3,1.0,Bay Pointe,1198,5890,1942,30,182,,Sold,,,http://www.redfin.com/CA/Bay-Point/220-Madison-Ave-94565/home/1691055,EBRD/CCAR/Bay East,40764631,N,Y,38.024039,-121.937243
PAST SALE,February-27-2017,Single Family Residential,4212 Limestone Dr,Antioch,CA,94509,472000,4,2.5,Eagle Ridge,2152,5049,1988,6,219,,Sold,,,http://www.redfin.com/CA/Antioch/4212-Limestone-Dr-94509/home/616581,EBRD/CCAR/Bay East,40761625,N,Y,37.9787066,-121.7887326
PAST SALE,February-3-2017,Single Family Residential,3114 Fairmede Dr,Richmond,CA,94806-2765,400000,3,2.0,Fairmede,1165,5400,1955,30,343,,Sold,,,http://www.redfin.com/CA/Richmond/3114-Fairmede-Dr-94806/home/775999,EBRD/CCAR/Bay East,40764194,N,Y,37.975048,-122.325513
PAST SALE,,Single Family Residential,145 16th St,Richmond,CA,94801,89000,3,1.0,,926,2825,1961,,96,,,,,http://www.redfin.com/CA/Richmond/145-16th-St-94801/home/1180751,,,N,Y,37.9333343,-122.3545135
PAST SALE,March-2-2017,Single Family Residential,29 Cooke St,Crockett,CA,94525,360000,2,1.0,Tenney Terrace,791,4275,1922,3,455,,Sold,,,http://www.redfin.com/CA/Crockett/29-Cooke-Ave-94525/home/1656325,EBRD/CCAR/Bay East,40763131,N,Y,38.051825,-122.212653
PAST SALE,February-9-2017,Single Family Residential,1830 Sunshine Dr,Concord,CA,94520,467000,3,2.0,Sunshine Estates,1154,6000,1953,24,405,,Sold,,,http://www.redfin.com/CA/Concord/1830-Sunshine-Dr-94520/home/1344804,EBRD/CCAR/Bay East,40766457,N,Y,37.959179,-122.045581
PAST SALE,February-21-2017,Single Family Residential,1437 Maria Ave,Concord,CA,94518,575000,3,2.0,Concord,1539,7881,1954,12,374,,Sold,,,http://www.redfin.com/CA/Concord/1437-Maria-Ave-94518/home/1351196,EBRD/CCAR/Bay East,40764593,N,Y,37.971458,-122.020175
PAST SALE,February-28-2017,Condo/Co-op,508 Athena #2,Hercules,CA,94547,345000,2,2.0,Hercules,1115,,1988,5,309,325,Sold,,,http://www.redfin.com/CA/Hercules/508-Athena-94547/unit-2/home/1599768,EBRD/CCAR/Bay East,40765843,N,Y,38.014211,-122.284489
PAST SALE,February-10-2017,Single Family Residential,413 Devon,Oakley,CA,94561,398000,3,2.5,Oakley,1562,5999,1993,23,255,,Sold,,,http://www.redfin.com/CA/Oakley/413-Devon-Ct-94561/home/1689184,EBRD/CCAR/Bay East,40766480,N,Y,37.990758,-121.721865
PAST SALE,February-16-2017,Single Family Residential,1035 Rolling Woods Way,Concord,CA,94521,885000,4,2.0,Crystal Ranch,2475,8240,1998,17,358,82,Sold,,,http://www.redfin.com/CA/Concord/1035-Rolling-Woods-Way-94521/home/1692166,EBRD/CCAR/Bay East,40765787,N,Y,37.934152,-121.970301
PAST SALE,February-22-2017,Single Family Residential,894 Carlson Blvd,Richmond,CA,94804,506000,3,2.5,Eastshore,1445,4590,1942,11,350,,Sold,,,http://www.redfin.com/CA/Richmond/894-Carlson-Blvd-94804/home/1151041,EBRD/CCAR/Bay East,40765803,N,Y,37.919951,-122.330566
PAST SALE,February-7-2017,Single Family Residential,1285 Villa Terrace Dr,Pittsburg,CA,94565,638900,5,4.0,San Marco,3075,6210,2016,26,208,,Sold,,,http://www.redfin.com/CA/Pittsburg/1285-Villa-Terrace-Dr-94565/home/112390016,EBRD/CCAR/Bay East,40765791,N,Y,38.0182662,-121.9709512
PAST SALE,February-3-2017,Single Family Residential,1688 Greenridge Dr,Pittsburg,CA,94565,410800,3,2.0,Pittsburg,1422,9375,1974,30,289,,Sold,,,http://www.redfin.com/CA/Pittsburg/1688-Greenridge-Dr-94565/home/1508571,EBRD/CCAR/Bay East,40766893,N,Y,38.001359,-121.860077
PAST SALE,February-17-2017,Single Family Residential,1140 Canyon Green Dr,San Ramon,CA,94582,1111500,4,3.0,Cany0n Lakes,2608,10500,1986,16,426,140,Sold,,,http://www.redfin.com/CA/San-Ramon/1140-Canyon-Green-Dr-94582/home/1266139,EBRD/CCAR/Bay East,40766029,N,Y,37.759164,-121.939416
PAST SALE,February-21-2017,Single Family Residential,1009 Sutter Creek Way,Brentwood,CA,94513,463000,3,2.0,Town Square,1659,7000,1998,12,279,,Sold,,,http://www.redfin.com/CA/Brentwood/1009-Sutter-Creek-Way-94513/home/545941,EBRD/CCAR/Bay East,40768959,N,Y,37.940956,-121.726359
PAST SALE,February-3-2017,Single Family Residential,1640 Farm Bureau Rd,Concord,CA,94519,587600,4,3.0,Live Oak,1752,8000,1975,30,335,,Sold,,,http://www.redfin.com/CA/Concord/1640-Farm-Bureau-Rd-94519/home/1453471,EBRD/CCAR/Bay East,40764777,N,Y,37.972568,-122.006672
PAST SALE,February-22-2017,Single Family Residential,3435 Chugach Pl,Concord,CA,94518,669000,3,2.0,The Palms,1818,8400,1965,11,368,,Sold,,,http://www.redfin.com/CA/Concord/3435-Chugach-Pl-94518/home/769889,EBRD/CCAR/Bay East,40764133,N,Y,37.9439077,-122.015238
PAST SALE,February-22-2017,Single Family Residential,2211 Tice Valley Blvd,Walnut Creek,CA,94595,852000,4,2.5,Rancho,2063,22651,1957,11,413,,Sold,,,http://www.redfin.com/CA/Walnut-Creek/2211-Tice-Valley-Blvd-94595/home/665203,EBRD/CCAR/Bay East,40766190,N,Y,37.874259,-122.064785
PAST SALE,February-7-2017,Single Family Residential,2473 Emerald Bay Dr,Brentwood,CA,94513,839900,5,3.0,Brentwood,3560,20005,2016,26,236,,Sold,,,http://www.redfin.com/CA/Brentwood/2473-Emerald-Bay-Dr-94513/home/23120637,EBRD/CCAR/Bay East,40755356,N,Y,37.960849,-121.707815
PAST SALE,February-14-2017,Condo/Co-op,1231 S Villa Way,Walnut Creek,CA,94595,365000,1,1.0,Villas Ii,670,670,1991,19,545,270,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1231-S-Villa-Way-94595/unit-317/home/881019,EBRD/CCAR/Bay East,40768135,N,Y,37.888866,-122.070367
PAST SALE,,Single Family Residential,32 Cool Creek Ct,Rodeo,CA,94572,475000,4,2.0,,1624,3724,2000,,292,,,,,http://www.redfin.com/CA/Rodeo/32-Cool-Creek-Ct-94572/home/1954622,,,N,Y,38.0266944,-122.2645406
PAST SALE,February-15-2017,Single Family Residential,4154 Appian Way,El Sobrante,CA,94803,350000,0,,Appian Way/Valley,1840,21344,1938,18,190,,Sold,,,http://www.redfin.com/CA/El-Sobrante/4154-Appian-Way-94803/home/599167,EBRD/CCAR/Bay East,40770439,N,Y,37.9671527,-122.3090316
PAST SALE,,Single Family Residential,328 2nd Ave S,Pacheco,CA,94553,585000,4,2.0,,1977,3350,1995,,296,,,,,http://www.redfin.com/CA/Pacheco/328-2nd-Ave-S-94553/home/729199,,,N,Y,37.981481,-122.073292
PAST SALE,February-17-2017,Condo/Co-op,73 Brookwood Rd #36,Orinda,CA,94563,533000,2,1.0,Orinda,882,999,1962,16,604,463,Sold,,,http://www.redfin.com/CA/Orinda/73-Brookwood-Rd-94563/unit-36/home/942114,EBRD/CCAR/Bay East,40764210,N,Y,37.8760978,-122.1829173
PAST SALE,,Single Family Residential,2115 Murphy Dr,San Pablo,CA,94806,98000,4,2.0,,1337,7875,1961,,73,,,,,http://www.redfin.com/CA/San-Pablo/2115-Murphy-Dr-94806/home/1814800,,,N,Y,38.003197,-122.31814
PAST SALE,February-15-2017,Single Family Residential,2743 Argyll,Concord,CA,94520,425000,3,1.0,Concord Estates,1089,6300,1950,18,390,,Sold,,,http://www.redfin.com/CA/Concord/2743-Argyll-Ave-94520/home/689345,EBRD/CCAR/Bay East,40766250,N,Y,37.988491,-122.044832
PAST SALE,February-10-2017,Condo/Co-op,1732 Holland Dr,Walnut Creek,CA,94597,557000,2,2.5,Sky West,1263,1000,1971,23,441,395,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1732-Holland-Dr-94597/home/1968726,EBRD/CCAR/Bay East,40768263,N,Y,37.920799,-122.09206
PAST SALE,February-14-2017,Condo/Co-op,155 Sharene Ln #204,Walnut Creek,CA,94596,435000,2,2.0,Greenwood,1005,,1971,19,433,416,Sold,,,http://www.redfin.com/CA/Walnut-Creek/155-Sharene-Ln-94596/unit-204/home/1429122,EBRD/CCAR/Bay East,40767017,N,Y,37.901288,-122.05429
PAST SALE,February-15-2017,Single Family Residential,387 Odin Pl,Pleasant Hill,CA,94523,770000,3,2.0,Pleasant Hill,1472,6935,1966,18,523,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/387-Odin-Pl-94523/home/1929636,EBRD/CCAR/Bay East,40766896,N,Y,37.967607,-122.078975
PAST SALE,February-15-2017,Townhouse,1654 Candelero Ct,Walnut Creek,CA,94598,635000,3,2.0,Rancho Dorado,1500,1500,1977,18,423,382,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1654-Candelero-Ct-94598/home/1441375,EBRD/CCAR/Bay East,40767624,N,Y,37.9272289,-122.04731
PAST SALE,February-15-2017,Single Family Residential,1465 Fieldcrest Cir,Pleasant Hill,CA,94523,815000,4,2.0,Valley High,1597,10670,1972,18,510,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1465-Fieldcrest-Cir-94523/home/816747,EBRD/CCAR/Bay East,40767543,N,Y,37.973579,-122.100192
PAST SALE,February-13-2017,Condo/Co-op,4400 Terra Granada Dr Unit 3B,Walnut Creek,CA,94595,660000,2,2.0,Rossmoor,1540,,1988,20,429,780,Sold,,,http://www.redfin.com/CA/Walnut-Creek/4400-Terra-Granada-Dr-94595/unit-3B/home/1412564,EBRD/CCAR/Bay East,40765369,N,Y,37.8494699,-122.061266
PAST SALE,,Single Family Residential,805 Caribbean Ct,Concord,CA,94518,120000,3,2.0,,1278,7650,1973,,94,,,,,http://www.redfin.com/CA/Concord/805-Caribbean-Ct-94518/home/749316,,,N,Y,37.943791,-122.018209
PAST SALE,,Single Family Residential,4135 Irene Dr,Martinez,CA,94553,400000,3,2.0,,1195,5000,1953,,335,,,,,http://www.redfin.com/CA/Martinez/4135-Irene-Dr-94553/home/1586512,,,N,Y,38.017368,-122.086268
PAST SALE,,Single Family Residential,1584 Claycord Ave,Concord,CA,94521,300000,3,2.0,,1308,7000,1964,,229,,,,,http://www.redfin.com/CA/Concord/1584-Claycord-Ave-94521/home/1797404,,,N,Y,37.961259,-121.972918
PAST SALE,February-17-2017,Condo/Co-op,144 Marina Lakes Dr,Richmond,CA,94804,260000,1,1.0,Contra Costa,533,,1992,16,488,390,Sold,,,http://www.redfin.com/CA/Richmond/144-Marina-Lakes-Dr-94804/unit-143/home/2109708,BAREIS,21626651,N,Y,37.911947,-122.341311
PAST SALE,February-13-2017,Single Family Residential,1312 Burbeck Ave,Richmond,CA,94801,170000,2,1.0,Brown Andrade,,6171,1965,20,,,Sold,,,http://www.redfin.com/CA/Richmond/1312-Burbeck-Ave-94801/home/1672446,EBRD/CCAR/Bay East,40764812,N,Y,37.942856,-122.356917
PAST SALE,,Single Family Residential,1740 Olive Ave,Richmond,CA,94805,549000,2,1.0,,990,6000,1952,,555,,,,,http://www.redfin.com/CA/Richmond/1740-Olive-Ave-94805/home/1166361,,,N,Y,37.9399814,-122.3107765
PAST SALE,February-17-2017,Single Family Residential,2133 TRINITY Pl,Martinez,CA,94553-4935,582000,3,2.0,Martinez,1276,7350,1968,16,456,,Sold,,,http://www.redfin.com/CA/Martinez/2133-Trinity-Pl-94553/home/1789726,EBRD/CCAR/Bay East,40767355,N,Y,37.986416,-122.082386
PAST SALE,February-9-2017,Single Family Residential,2234 Lynbrook Dr,Pittsburg,CA,94565,382000,3,2.0,Stoneridge,1344,5720,1980,24,284,,Sold,,,http://www.redfin.com/CA/Pittsburg/2234-Lynbrook-Dr-94565/home/1608412,EBRD/CCAR/Bay East,40765839,N,Y,38.0074875,-121.8773865
PAST SALE,February-22-2017,Condo/Co-op,,Concord,CA,94521,380000,2,2.0,Kirkwood Oaks,1274,,1981,11,298,450,Sold,,,http://www.redfin.com/CA/Concord/Undisclosed-address-94521/home/1854450,EBRD/CCAR/Bay East,40764656,N,Y,37.957491,-121.947991
PAST SALE,February-14-2017,Single Family Residential,4095 WILLOW Rd,Bethel Island,CA,94511,160000,2,1.0,Bethel Island,667,7650,1947,19,240,,Sold,,,http://www.redfin.com/CA/Bethel-Island/4095-Willow-Rd-94511/home/549382,EBRD/CCAR/Bay East,40766045,N,Y,38.032459,-121.619694
PAST SALE,February-24-2017,Condo/Co-op,363 S Overlook Dr,San Ramon,CA,94582,615000,2,2.5,Copper Ridge,1314,873,1988,9,468,381,Sold,,,http://www.redfin.com/CA/San-Ramon/363-S-Overlook-Dr-94582/unit-208/home/2109378,EBRD/CCAR/Bay East,40768429,N,Y,37.766805,-121.945167
