SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-8-2017,Condo/Co-op,1699 Laguna #211,Concord,CA,94520,195000,1,1.0,Conc0rd Terrace,646,51578,1968,25,302,330,Sold,,,http://www.redfin.com/CA/Concord/1699-Laguna-St-94520/unit-211/home/17167193,EBRD/CCAR/Bay East,40767968,N,Y,37.9690797,-122.039622
PAST SALE,February-27-2017,Single Family Residential,5326 Barrett,El Cerrito,CA,94530,1180000,3,2.5,El Cerrito,3147,8000,1930,6,375,,Sold,,,http://www.redfin.com/CA/El-Cerrito/5326-Barrett-Ave-94530/home/1658094,EBRD/CCAR/Bay East,40763516,N,Y,37.934588,-122.320067
PAST SALE,,Single Family Residential,2442 Douglas St,San Pablo,CA,94806,230000,2,1.0,,1065,5200,1943,,216,,,,,http://www.redfin.com/CA/San-Pablo/2442-Douglas-St-94806/home/1905952,,,N,Y,37.966692,-122.351191
PAST SALE,February-23-2017,Single Family Residential,127 Clear Creek Ct,Martinez,CA,94553,690000,4,2.0,Virginia Hills,1517,8100,1976,10,455,,Sold,,,http://www.redfin.com/CA/Martinez/127-Clear-Creek-Ct-94553/home/1877055,EBRD/CCAR/Bay East,40768025,N,Y,37.957858,-122.095644
PAST SALE,February-22-2017,Condo/Co-op,96 Lakeshore Ct,Richmond,CA,94804,332000,1,1.0,Marina Bay,779,,1991,11,426,374,Sold,,,http://www.redfin.com/CA/Richmond/96-Lakeshore-Ct-94804/unit-339/home/12128824,EBRD/CCAR/Bay East,40756350,N,Y,37.910427,-122.343724
PAST SALE,February-3-2017,Condo/Co-op,107 Alice Ln,El Sobrante,CA,94803,342000,2,2.0,Valley View,1267,,1984,30,270,285,Sold,,,http://www.redfin.com/CA/El-Sobrante/107-Alice-Ln-94803/unit-13/home/630863,EBRD/CCAR/Bay East,40767248,N,Y,37.978011,-122.291593
PAST SALE,,Single Family Residential,123 York Ave,Kensington,CA,94708,980000,3,1.0,,1587,4300,1939,,618,,,,,http://www.redfin.com/CA/Kensington/123-York-Ave-94708/home/1881328,,,N,Y,37.9094985,-122.279404
PAST SALE,February-8-2017,Single Family Residential,2508 Cambridge Dr,Antioch,CA,94509,489000,3,2.0,Mira Vista,2321,7000,2001,25,211,,Sold,,,http://www.redfin.com/CA/Antioch/2508-Cambridge-Dr-94509/home/1618637,EBRD/CCAR/Bay East,40765955,N,Y,37.9794901,-121.8451264
PAST SALE,February-22-2017,Condo/Co-op,2657 Saklan Indian Dr #4,Walnut Creek,CA,94595,930000,3,2.0,Rossmoor,1838,,1978,11,506,745,Sold,,,http://www.redfin.com/CA/Walnut-Creek/2657-Saklan-Indian-Dr-94595/unit-4/home/976768,EBRD/CCAR/Bay East,40767644,N,Y,37.865661,-122.064205
PAST SALE,February-24-2017,Single Family Residential,2744 Foothill Ave,RICHMOND,CA,94804,401000,3,2.0,RICHMOND,1358,3724,2006,9,295,125,Sold,,,http://www.redfin.com/CA/Richmond/2744-Foothill-Ave-94804/home/12121246,MLSListings,ML81630523,N,Y,37.9241837,-122.3433136
PAST SALE,February-24-2017,Single Family Residential,712 Ripley Ave,Richmond,CA,94801,250000,2,1.0,Richmond,1063,5000,1924,9,235,,Sold,,,http://www.redfin.com/CA/Richmond/712-Ripley-Ave-94801/home/946108,EBRD/CCAR/Bay East,40758757,N,Y,37.9401945,-122.362572
PAST SALE,February-23-2017,Condo/Co-op,1601 3rd Ave #104,Walnut Creek,CA,94597,788000,3,2.5,Walnut Creek,1756,,2015,10,449,285,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1601-3rd-Ave-94597/unit-104/home/112888249,EBRD/CCAR/Bay East,40767576,N,Y,37.918912,-122.068246
PAST SALE,February-27-2017,Single Family Residential,1000 BALMORE Ct,El Sobrante,CA,94803,610000,3,2.0,El Sobrante,2188,10585,1938,6,279,,Sold,,,http://www.redfin.com/CA/El-Sobrante/1000-Balmore-Ct-94803/home/1224153,EBRD/CCAR/Bay East,40763343,N,Y,37.986568,-122.301276
PAST SALE,February-28-2017,Single Family Residential,5569 SATINLEAF Way,San Ramon,CA,94582,2000000,5,4.5,Bridges,5228,11293,2005,5,383,40,Sold,,,http://www.redfin.com/CA/San-Ramon/5569-Satinleaf-Way-94582/home/2101118,EBRD/CCAR/Bay East,40758837,N,Y,37.777493,-121.934136
PAST SALE,February-27-2017,Condo/Co-op,2059 Ascot Dr #211,Moraga,CA,94556,463000,2,2.0,Moraga Terrace,1193,,1971,6,388,435,Sold,,,http://www.redfin.com/CA/Moraga/2059-Ascot-Dr-94556/unit-211/home/1398950,EBRD/CCAR/Bay East,40769463,N,Y,37.856332,-122.127992
PAST SALE,February-28-2017,Single Family Residential,429 Donner Way,San Ramon,CA,94582,1135200,3,2.5,Canyon Lakes,2648,5500,1990,5,429,205,Sold,,,http://www.redfin.com/CA/San-Ramon/429-Donner-Way-94582/home/1445251,EBRD/CCAR/Bay East,40769265,N,Y,37.783503,-121.94358
PAST SALE,February-8-2017,Single Family Residential,3906 CHATWORTH St,Pittsburg,CA,94565,465000,4,2.5,Pittsburg,2332,9030,1976,25,199,,Sold,,,http://www.redfin.com/CA/Pittsburg/3906-Chatworth-St-94565/home/646953,EBRD/CCAR/Bay East,40766321,N,Y,38.002294,-121.901835
PAST SALE,February-17-2017,Townhouse,5 Arete Ct,Hercules,CA,94547,420000,3,2.5,Country Run,1434,2300,1978,16,293,260,Sold,,,http://www.redfin.com/CA/Hercules/5-Arete-Ct-94547/home/1446162,EBRD/CCAR/Bay East,40765202,N,Y,38.007577,-122.264555
PAST SALE,February-28-2017,Condo/Co-op,1531 S Villa Way,WALNUT CREEK,CA,94595,395000,1,1.0,WALNUT CREEK,670,,1991,5,590,270,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1531-S-Villa-Way-94595/unit-323/home/881026,MLSListings,ML81637499,N,Y,37.888838,-122.071022
PAST SALE,February-13-2017,Single Family Residential,738 9TH St,Richmond,CA,94801,325000,3,1.5,Richmond,940,2500,1964,20,346,,Sold,,,http://www.redfin.com/CA/Richmond/738-9th-St-94801/home/1355404,EBRD/CCAR/Bay East,40763166,N,Y,37.943342,-122.360611
PAST SALE,February-28-2017,Single Family Residential,713 Katydid Ct,Martinez,CA,94553,569500,3,2.5,Martinez,1582,2112,2014,5,360,118,Sold,,,http://www.redfin.com/CA/Martinez/713-Katydid-Ct-94553/home/95952815,EBRD/CCAR/Bay East,40766381,N,Y,38.0020908,-122.0800462
PAST SALE,February-28-2017,Condo/Co-op,1324 Canyonwood Ct #3,Walnut Creek,CA,94595,179000,1,1.0,Rossmoor,733,,1967,5,244,727,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1324-Canyonwood-Ct-94595/unit-3/home/1785022,EBRD/CCAR/Bay East,40766332,N,Y,37.858557,-122.070186
PAST SALE,February-28-2017,Single Family Residential,76 Napa Ct,Bay Point,CA,94565,337000,3,1.5,Bay Pointe,1093,6000,1971,5,308,,Sold,,,http://www.redfin.com/CA/Bay-Point/76-Napa-Ct-94565/home/1966647,EBRD/CCAR/Bay East,40768552,N,Y,38.031976,-121.963415
PAST SALE,February-28-2017,Single Family Residential,110 Cottonwood Pl,Danville,CA,94506,1215000,3,2.5,Danville,2574,6552,1986,5,472,187,Sold,,,http://www.redfin.com/CA/Danville/110-Cottonwood-Pl-94506/home/990153,EBRD/CCAR/Bay East,40769489,N,Y,37.800677,-121.886379
PAST SALE,February-3-2017,Condo/Co-op,239 Marina Lakes Dr,Richmond,CA,94804,330000,2,1.0,Marina Bay,847,2124,1992,30,390,426,Sold,,,http://www.redfin.com/CA/Richmond/239-Marina-Lakes-Dr-94804/unit-238/home/2108726,EBRD/CCAR/Bay East,40766341,N,Y,37.9121219,-122.342642
PAST SALE,February-28-2017,Single Family Residential,831 26Th St,Richmond,CA,94804,445000,2,1.0,Ne Richmond,1053,3640,1943,5,423,,Sold,,,http://www.redfin.com/CA/Richmond/831-26th-St-94804/home/1908644,EBRD/CCAR/Bay East,40768933,N,Y,37.944222,-122.3434165
PAST SALE,February-27-2017,Condo/Co-op,226 Glenwood,Hercules,CA,94547,234500,1,1.0,Glenwood,688,,1985,6,341,319,Sold,,,http://www.redfin.com/CA/Hercules/226-Glenwood-94547/home/775372,EBRD/CCAR/Bay East,40766186,N,Y,38.00744,-122.281999
PAST SALE,March-1-2017,Single Family Residential,142 Cortona Dr,San Ramon,CA,94582,890000,2,2.0,Echo Ridge,1885,2800,1994,4,472,135,Sold,,,http://www.redfin.com/CA/San-Ramon/142-Cortona-Dr-94582/home/1923746,EBRD/CCAR/Bay East,40771849,N,Y,37.76627,-121.940871
PAST SALE,February-28-2017,Condo/Co-op,114 Creekside Ct,El Sobrante,CA,94803,300000,2,2.0,Contra Costa,1284,741,1984,5,234,133,Sold,,,http://www.redfin.com/CA/El-Sobrante/114-Creekside-Ct-94803/home/1872455,BAREIS,21701191,N,Y,37.9643552,-122.2935433
PAST SALE,March-1-2017,Townhouse,945 Scenic Pl,Pleasant Hill,CA,94523,690000,3,2.5,Cresthill,1912,1992,1986,4,361,388,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/945-Scenic-Pl-94523/home/1887293,EBRD/CCAR/Bay East,40771220,N,Y,37.960098,-122.079558
PAST SALE,February-28-2017,Single Family Residential,7288 Kenwood Rd,Dublin,CA,94568,1170247,4,4.0,Dublin,3106,3098,2016,5,377,250,Sold,,,http://www.redfin.com/CA/Dublin/7288-Kenwood-Rd-94568/home/110055740,EBRD/CCAR/Bay East,40764486,N,Y,37.73705,-121.875396
PAST SALE,February-21-2017,Single Family Residential,8624 Don Carol Dr,El Cerrito,CA,94530,1200000,3,2.0,El Cerrito Hills,1901,7840,1956,12,631,,Sold,,,http://www.redfin.com/CA/El-Cerrito/8624-Don-Carol-Dr-94530/home/1645723,EBRD/CCAR/Bay East,40768782,N,Y,37.922708,-122.28833
PAST SALE,February-10-2017,Single Family Residential,196 Pajarito Ct,Brentwood,CA,94513,375000,3,2.0,Brentwood,1136,5049,2000,23,330,,Sold,,,http://www.redfin.com/CA/Brentwood/196-Pajarito-Ct-94513/home/1292635,EBRD/CCAR/Bay East,40766953,N,Y,37.959947,-121.692953
PAST SALE,February-28-2017,Condo/Co-op,2101 PINE KNOLL Dr #16,Walnut Creek,CA,94595,447000,2,1.0,Rossmoor,1054,,1965,5,424,638,Sold,,,http://www.redfin.com/CA/Walnut-Creek/2101-Pine-Knoll-Dr-94595/unit-16/home/1199812,EBRD/CCAR/Bay East,40767620,N,Y,37.8745199,-122.080559
PAST SALE,,Single Family Residential,3301 Hemingway Dr,Antioch,CA,94509,356000,4,2.0,,1370,6300,1977,,260,,,,,http://www.redfin.com/CA/Antioch/3301-Hemingway-Dr-94509/home/1393845,,,N,Y,37.980502,-121.816124
PAST SALE,February-23-2017,Condo/Co-op,1217 LEISURE Ln #9,Walnut Creek,CA,94595,405000,2,1.0,Rossmoor,1054,,1964,10,384,727,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1217-Leisure-Ln-94595/unit-9/home/1344581,EBRD/CCAR/Bay East,40768099,N,Y,37.861627,-122.072951
PAST SALE,February-10-2017,Single Family Residential,203 Seacliff Way,Richmond,CA,94801,742500,3,2.5,Richmond,2382,3505,2004,23,312,165,Sold,,,http://www.redfin.com/CA/Richmond/203-Seacliff-Way-94801/home/2102787,EBRD/CCAR/Bay East,40763930,N,Y,37.911665,-122.37652
PAST SALE,February-9-2017,Townhouse,4 Avila Pl,Antioch,CA,94509,159900,3,2.5,Antioch,1390,1000,1980,24,115,354,Sold,,,http://www.redfin.com/CA/Antioch/4-Avila-Pl-94509/home/802963,EBRD/CCAR/Bay East,40762241,N,Y,37.997461,-121.838297
PAST SALE,February-17-2017,Townhouse,179 WESTBOROUGH Ln,Walnut Creek,CA,94595,885000,3,2.5,Saranap,1557,,2016,16,568,311,Sold,,,http://www.redfin.com/CA/WALNUT-CREEK/179-WESTBOROUGH-LN-94595/home/109940557,EBRD/CCAR/Bay East,40763895,N,Y,37.8655663,-122.0666997
PAST SALE,February-15-2017,Single Family Residential,1361 EVERGREEN Dr,Concord,CA,94520,415000,3,2.0,Meadow Homes,1138,5760,1955,18,365,,Sold,,,http://www.redfin.com/CA/Concord/1361-Evergreen-Dr-94520/home/992262,EBRD/CCAR/Bay East,40759960,N,Y,37.960161,-122.048695
PAST SALE,February-27-2017,Condo/Co-op,1655 N California Blvd #325,Walnut Creek,CA,94596,895000,2,2.0,Mercer,1198,,2006,6,747,565,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1655-N-California-Blvd-94596/unit-325/home/17166623,EBRD/CCAR/Bay East,40766113,N,Y,37.9020702,-122.0650155
PAST SALE,February-15-2017,Townhouse,120 WESTBOROUGH Ln,Walnut Creek,CA,94595,889000,3,2.5,Saranap,1557,,2016,18,571,311,Sold,,,http://www.redfin.com/CA/Walnut-Creek/120-WESTBOROUGH-Ln-94595/home/112689586,EBRD/CCAR/Bay East,40766114,N,Y,37.8655663,-122.0666997
PAST SALE,February-13-2017,Single Family Residential,3507 Stewarton Dr,Richmond,CA,94803,532300,3,2.0,May Valley,1636,6900,1961,20,325,,Sold,,,http://www.redfin.com/CA/Richmond/3507-Stewarton-Dr-94803/home/1684707,EBRD/CCAR/Bay East,40770132,N,Y,37.975222,-122.285728
PAST SALE,February-22-2017,Single Family Residential,28 E Country Club Dr,Brentwood,CA,94513,551250,4,3.0,Brentwood,2974,7841,1999,11,,35,Sold,,,http://www.redfin.com/CA/Brentwood/28-E-Country-Club-Dr-94513/home/633636,MetroList,16061228,N,Y,37.9266983,-121.7416093
PAST SALE,February-6-2017,Single Family Residential,2363 Sweetwater Dr,Martinez,CA,94553,605000,4,2.5,Diablo View,1789,4950,1986,27,338,47,Sold,,,http://www.redfin.com/CA/Martinez/2363-Sweetwater-Dr-94553/home/1705255,EBRD/CCAR/Bay East,40766121,N,Y,37.990196,-122.07873
PAST SALE,February-7-2017,Single Family Residential,3054 G St,Antioch,CA,94509,399000,4,2.5,Antioch,2497,5952,1986,26,160,,Sold,,,http://www.redfin.com/CA/Antioch/3054-G-St-94509/home/1349802,EBRD/CCAR/Bay East,40759817,N,Y,37.9917492,-121.8168285
PAST SALE,February-9-2017,Single Family Residential,341 Stony Hill Cir,Oakley,CA,94561,390000,3,2.0,Vineyard,1547,6400,1990,24,252,,Sold,,,http://www.redfin.com/CA/Oakley/341-Stony-Hill-Cir-94561/home/968858,EBRD/CCAR/Bay East,40764920,N,Y,38.001633,-121.721933
PAST SALE,February-9-2017,Single Family Residential,2276 Dutch Slough Rd,Oakley,CA,94561,237800,2,1.0,Bethel Island,1000,8350,1945,24,238,,Sold,,,http://www.redfin.com/CA/Oakley/2276-Dutch-Slough-Rd-94561/home/1561196,EBRD/CCAR/Bay East,40766378,N,Y,38.011759,-121.653832
PAST SALE,February-13-2017,Vacant Land,3941 La Cima Rd,El Sobrante,CA,94803,125000,,,El Sobrante,,9300,,20,,,Sold,,,http://www.redfin.com/CA/El-Sobrante/3941-La-Cima-Rd-94803/home/18242131,EBRD/CCAR/Bay East,40764002,N,Y,37.9607079,-122.31008
PAST SALE,,Single Family Residential,967 8th St,Richmond,CA,94801,280000,3,2.0,,1196,4000,1943,,234,,,,,http://www.redfin.com/CA/Richmond/967-8th-St-94801/home/856669,,,N,Y,37.947375,-122.362054
PAST SALE,February-9-2017,Single Family Residential,241 Hibiscus Way,Oakley,CA,94561,525000,5,3.0,Oakley,2776,7318,2012,24,189,,Sold,,,http://www.redfin.com/CA/Oakley/241-Hibiscus-Way-94561/home/40090476,EBRD/CCAR/Bay East,40765899,N,Y,37.970371,-121.724913
PAST SALE,February-6-2017,Single Family Residential,2148 Harborage Way,Oakley,CA,94561,430000,3,2.0,Summerlake,1776,5000,2010,27,242,95,Sold,,,http://www.redfin.com/CA/Oakley/2148-Harborage-Way-94561/home/23105848,EBRD/CCAR/Bay East,40766241,N,Y,37.984177,-121.630203
PAST SALE,February-15-2017,Single Family Residential,1282 Babel Ln,Concord,CA,94518,799000,4,3.0,Concord,2077,21780,1953,18,385,,Sold,,,http://www.redfin.com/CA/Concord/1282-Babel-Ln-94518/home/1567728,EBRD/CCAR/Bay East,40766398,N,Y,37.964121,-122.006879
PAST SALE,February-10-2017,Single Family Residential,4025 Central Ct,Martinez,CA,94553,510000,4,2.0,Martinez,1517,6000,1988,23,336,,Sold,,,http://www.redfin.com/CA/Martinez/4025-Central-Ct-94553/home/1631042,EBRD/CCAR/Bay East,40761706,N,Y,38.01494,-122.085909
PAST SALE,February-16-2017,Single Family Residential,1225 Starr St,Crockett,CA,94525,350000,2,1.0,Valona,1242,4000,1900,17,282,,Sold,,,http://www.redfin.com/CA/Crockett/1225-Starr-St-94525/home/1837496,EBRD/CCAR/Bay East,40764423,N,Y,38.054304,-122.223313
PAST SALE,February-22-2017,Single Family Residential,1055 Feather Cir,Clayton,CA,94517,670000,3,2.5,Oak Hollow,1638,3950,1996,11,409,140,Sold,,,http://www.redfin.com/CA/Clayton/1055-Feather-Cir-94517/home/1580267,EBRD/CCAR/Bay East,40768762,N,Y,37.9456641,-121.9370407
PAST SALE,March-1-2017,Single Family Residential,50 Nicholl Ave,Richmond,CA,94801,365000,3,1.0,Downtown Point,1038,4800,1901,4,352,,Sold,,,http://www.redfin.com/CA/Richmond/50-Nicholl-Ave-94801/home/1791598,EBRD/CCAR/Bay East,40766277,N,Y,37.925524,-122.386005
PAST SALE,February-23-2017,Single Family Residential,3401 Mountaire Dr,Antioch,CA,94509,442300,4,2.5,Antioch,2376,8245,1976,10,186,,Sold,,,http://www.redfin.com/CA/Antioch/3401-Mountaire-Dr-94509/home/1390741,EBRD/CCAR/Bay East,40764502,N,Y,37.988498,-121.800857
PAST SALE,February-8-2017,Single Family Residential,3342 Lookout Point Loop,Discovery Bay,CA,94505,579000,4,4.0,Lakeshore,3664,6518,2003,25,158,183,Sold,,,http://www.redfin.com/CA/Discovery-Bay/3342-Lookout-Point-Loop-94505/home/2101840,EBRD/CCAR/Bay East,40763499,N,Y,37.915142,-121.615755
PAST SALE,February-10-2017,Condo/Co-op,2200 Pine Knoll Dr #11,Walnut Creek,CA,94595,325000,2,1.0,Rossmoor,1054,,1965,23,308,638,Sold,,,http://www.redfin.com/CA/Walnut-Creek/2200-Pine-Knoll-Dr-94595/unit-11/home/725923,EBRD/CCAR/Bay East,40764744,N,Y,37.873914,-122.081107
PAST SALE,February-10-2017,Single Family Residential,4141 Rockford Dr,Antioch,CA,94509,509000,5,3.0,Lynnwood Estates,2591,7980,1988,23,196,,Sold,,,http://www.redfin.com/CA/Antioch/4141-Rockford-Dr-94509/home/619452,EBRD/CCAR/Bay East,40765747,N,Y,37.9777093,-121.7956539
PAST SALE,February-27-2017,Single Family Residential,1421 Marelia Ct,SAN PABLO,CA,94806,317000,2,1.0,SAN PABLO,860,5500,1943,6,369,,Sold,,,http://www.redfin.com/CA/San-Pablo/1421-Marelia-Ct-94806/home/705085,MLSListings,ML81634552,N,Y,37.962402,-122.354221
PAST SALE,February-24-2017,Single Family Residential,,Antioch,CA,94509,355000,3,2.0,Antioch,1137,6160,1990,9,312,,Sold,,,http://www.redfin.com/CA/Antioch/Undisclosed-address-94509/home/1689839,EBRD/CCAR/Bay East,40766437,N,Y,38.001924,-121.764253
PAST SALE,February-22-2017,Condo/Co-op,2650 Jones Rd #10,Walnut Creek,CA,94597,396000,2,1.0,Walnut,963,999,1970,11,411,400,Sold,,,http://www.redfin.com/CA/Walnut-Creek/2650-Jones-Rd-94597/unit-10/home/1705783,EBRD/CCAR/Bay East,40767381,N,Y,37.921562,-122.059592
PAST SALE,March-1-2017,Single Family Residential,1280 Magnolia Dr,Concord,CA,94520,383000,3,2.0,Concord,1011,4950,1955,4,379,,Sold,,,http://www.redfin.com/CA/Concord/1280-Magnolia-Dr-94520/home/1246987,EBRD/CCAR/Bay East,40761438,N,Y,37.95901,-122.047882
PAST SALE,February-6-2017,Single Family Residential,1067 STEVEN Dr,Pittsburg,CA,94565,370000,3,2.0,Highland Meadows,1444,6764,1968,27,256,,Sold,,,http://www.redfin.com/CA/Pittsburg/1067-Steven-Dr-94565/home/654725,EBRD/CCAR/Bay East,40745824,N,Y,37.998568,-121.878366
PAST SALE,February-9-2017,Single Family Residential,2058 Marazzani Dr,Martinez,CA,94553,1050000,5,2.5,Martinez,3549,11805,2002,24,296,,Sold,,,http://www.redfin.com/CA/Martinez/2058-Marazzani-Dr-94553/home/1899142,EBRD/CCAR/Bay East,40757286,N,Y,37.993785,-122.085018
PAST SALE,February-6-2017,Single Family Residential,154 Fisher Ct,Brentwood,CA,94513,689050,6,4.5,Brentwood,4049,6600,2016,27,170,,Sold,,,http://www.redfin.com/CA/Brentwood/154-Fisher-Ct-94513/home/108285794,EBRD/CCAR/Bay East,40748223,N,Y,37.9282,-121.703
PAST SALE,February-15-2017,Condo/Co-op,945 Bancroft Rd,Concord,CA,94518,260000,1,1.0,Contra Costa,570,,1971,18,456,363,Sold,,,http://www.redfin.com/CA/Concord/945-Bancroft-Rd-94518/unit-44/home/1867833,BAREIS,21624378,N,Y,37.937922,-122.051331
PAST SALE,February-6-2017,Townhouse,539 PIMLICO Ct,Walnut Creek,CA,94597,574200,2,2.5,Main Chance Ests,1290,,1985,27,445,440,Sold,,,http://www.redfin.com/CA/Walnut-Creek/539-Pimlico-Ct-94597/home/1855922,EBRD/CCAR/Bay East,40749845,N,Y,37.91205,-122.062684
PAST SALE,February-9-2017,Single Family Residential,179 Mt. Vernon Dr,Clayton,CA,94517,709000,4,2.0,Dana Hills,1740,9975,1974,24,407,62,Sold,,,http://www.redfin.com/CA/Clayton/179-Mount-Vernon-Dr-94517/home/1538866,EBRD/CCAR/Bay East,40766907,N,Y,37.9335739,-121.9365752
PAST SALE,February-3-2017,Single Family Residential,790 KING PALM Ln,Brentwood,CA,94513,405000,3,2.5,Brentwood,1454,2556,2014,30,279,92,Sold,,,http://www.redfin.com/CA/Brentwood/790-King-Palm-Ln-94513/home/23130202,EBRD/CCAR/Bay East,40757549,N,Y,37.938473,-121.704577
PAST SALE,March-1-2017,Condo/Co-op,5055 Valley Crest Dr #184,Concord,CA,94521-4908,325000,2,2.0,Valley Terrace,,1236,1986,4,,335,Sold,,,http://www.redfin.com/CA/Concord/5055-Valley-Crest-Dr-94521/unit-184/home/788350,EBRD/CCAR/Bay East,40766386,N,Y,37.956652,-121.971671
PAST SALE,February-13-2017,Single Family Residential,2067 Carmel Dr,Concord,CA,94520,437000,3,1.0,Hillcrest Terrac,1007,5000,1953,20,434,,Sold,,,http://www.redfin.com/CA/Concord/2067-Carmel-Dr-94520/home/1212901,EBRD/CCAR/Bay East,40766851,N,Y,37.994184,-122.044354
PAST SALE,February-14-2017,Condo/Co-op,555 Ygnacio Valley Rd #230,Walnut Creek,CA,94596,745000,2,2.0,Downtown W.Creek,1265,,2009,19,589,467,Sold,,,http://www.redfin.com/CA/Walnut-Creek/555-Ygnacio-Valley-Rd-94596/unit-230/home/28907356,EBRD/CCAR/Bay East,40767443,N,Y,37.9065066,-122.0623839
PAST SALE,February-27-2017,Condo/Co-op,1209 Avenida Sevilla Unit 2B,Walnut Creek,CA,94595,779000,2,2.0,Rossmoor,1802,,1978,6,432,795,Sold,,,http://www.redfin.com/CA/Walnut-Creek/1209-Avenida-Sevilla-94595/unit-2B/home/1733933,EBRD/CCAR/Bay East,40766890,N,Y,37.852625,-122.063168
PAST SALE,February-3-2017,Single Family Residential,457 Almondtree Cir,Oakley,CA,94561,347500,3,2.0,Almondtree,1224,3720,1984,30,284,,Sold,,,http://www.redfin.com/CA/Oakley/457-Almondtree-Cir-94561/home/909782,EBRD/CCAR/Bay East,40764165,N,Y,37.988027,-121.700216
PAST SALE,February-14-2017,Townhouse,510 Summer Ln,Richmond,CA,94806,490000,3,2.5,Richmond,1819,1750,2005,19,269,111,Sold,,,http://www.redfin.com/CA/Richmond/510-Summer-Ln-94806/home/12124097,EBRD/CCAR/Bay East,40766807,N,Y,37.981366,-122.3333678
PAST SALE,February-10-2017,Condo/Co-op,1133 Meadow Ln #10,Concord,CA,94520,197000,2,1.0,Concord,759,,1972,23,260,390,Sold,,,http://www.redfin.com/CA/Concord/1133-Meadow-Ln-94520/unit-10/home/746149,EBRD/CCAR/Bay East,40766080,N,Y,37.9576492,-122.0411055
PAST SALE,February-22-2017,Condo/Co-op,9 Pomfret Walk,Pleasant Hill,CA,94523,518000,2,2.0,Cobblestone,1379,,1983,11,376,459,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/9-Pomfret-Walk-94523/unit-12/home/1470681,EBRD/CCAR/Bay East,40767463,N,Y,37.956188,-122.087452
PAST SALE,February-14-2017,Single Family Residential,1715 Denkinger Rd,Concord,CA,94521,725000,4,2.5,Concord,2227,21344,1963,19,326,,Sold,,,http://www.redfin.com/CA/Concord/1715-Denkinger-Rd-94521/home/709956,EBRD/CCAR/Bay East,40762473,N,Y,37.973208,-121.986499
PAST SALE,February-10-2017,Single Family Residential,2966 Gillet Ave,Concord,CA,94520,415000,3,2.0,Concord,1116,5225,1953,23,372,,Sold,,,http://www.redfin.com/CA/Concord/2966-Gillet-Ave-94520/home/680979,EBRD/CCAR/Bay East,40767468,N,Y,37.9954219,-122.0479382
PAST SALE,February-20-2017,Condo/Co-op,,Antioch,CA,94509,125000,2,1.0,Contra Loma,903,,1969,13,138,370,Sold,,,http://www.redfin.com/CA/Antioch/Undisclosed-address-94509/home/1007754,EBRD/CCAR/Bay East,40766003,N,Y,38.0033598,-121.8216941
PAST SALE,March-1-2017,Single Family Residential,1400 STANTON Ave,San Pablo,CA,94806,430000,3,2.0,San Pablo Prop,1068,7150,1956,4,403,,Sold,,,http://www.redfin.com/CA/San-Pablo/1400-Stanton-Ave-94806/home/1104930,EBRD/CCAR/Bay East,40766707,N,Y,37.977838,-122.347726
PAST SALE,February-8-2017,Single Family Residential,6526 Kensington Ave,Richmond,CA,94805,550000,2,1.0,Richmond View,880,6050,1947,25,625,,Sold,,,http://www.redfin.com/CA/Richmond/6526-Kensington-Ave-94805/home/1657451,EBRD/CCAR/Bay East,40767195,N,Y,37.9407799,-122.309922
PAST SALE,February-24-2017,Single Family Residential,1753 Spyglass Ln,Moraga,CA,94556,1300000,3,2.5,Moraga C.C,2828,5460,1985,9,460,753,Sold,,,http://www.redfin.com/CA/Moraga/1753-Spyglass-Ln-94556/home/1020501,EBRD/CCAR/Bay East,40767435,N,Y,37.83443,-122.140743
PAST SALE,February-14-2017,Single Family Residential,1273 Villa Terrace Dr,Pittsburg,CA,94565,654745,5,4.0,San Marco,3075,7960,2016,19,213,,Sold,,,http://www.redfin.com/CA/Pittsburg/1273-Villa-Terrace-Dr-94565/home/112266066,EBRD/CCAR/Bay East,40765345,N,Y,38.0182662,-121.9709512
PAST SALE,February-3-2017,Single Family Residential,2380 BELMONT Rd,Concord,CA,94520,530000,4,2.0,Concord,1594,16000,1949,30,332,,Sold,,,http://www.redfin.com/CA/Concord/2380-Belmont-Rd-94520/home/1867110,EBRD/CCAR/Bay East,40748304,N,Y,37.9665272,-122.0432474
